year_of_arrival,flag,place_of_purchase,place_of_landing,percent_women,percent_children,percent_men,total_embarked,total_disembarked,resistance_label,vessel_name,captain's_name,voyage_id,sources
1760,Great Britain,Popo,"Jamaica, port unspecified",,,,227,201,,Charming Peggy,"Davies<br/> Lane, Edward",90708,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
1760,Great Britain,Popo,"French Caribbean, colony unspecified",,,,148,131,,Charming Peggy,"Mckie, George",90709,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
1760,Great Britain,Gambia,Basse-Terre,,,,230,197,,Venus,"Anyon, Timothy",90711,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
1760,Great Britain,Sierra Leone estuary,"St. Kitts, port unspecified",,,,153,136,,Blakeney,"Benson, William<br/> Bentley, William",90720,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'MR,MSC,f.19r<><p>Misplaced reference</p>']"
1760,Great Britain,Windward + Ivory + Gold + Benin,"Martinique, port unspecified",,,,135,120,,Racehorse,"Meban, James",90733,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'WEP,61.05.23.<><p><em>Whitehall Evening Post</em> (London)</p>']"
1760,Great Britain,Calabar,Saint John (Antigua),,,,300,280,,Marlborough,"Lace, Ambrose",90735,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'LList, 27 Feb 1761<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'PA,61.02.24.<><i>Public Advertiser</i>']"
1760,Great Britain,Malembo,Basse-Terre,,,,352,287,,Baltimore,"Lowndes, Francis",90737,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
1760,Great Britain,Whydah,Basse-Terre,,,,352,287,,Rose,"Lawson, William<br/> Bagshaw, William",90748,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'ADM68/200,124<><p><em>British National Archives</em>&nbsp;(Kew), Admiralty</p>']"
1760,Great Britain,Bonny,"Martinique, port unspecified",,,,230,197,,Surprize,"Erskine, Robert",90752,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'LList, 8 May 1761<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 28 July 1761<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>']"
1760,Great Britain,Cabinda,Londontowne,,,,402,333,,Jenny,"Wilkinson, John",90767,"[u'MG, 1760.07.17.<><p><em>Maryland Gazette</em> (Baltimore)<br /></p>', u'SCG, 1760.06.14.<><p><em>South Carolina Gazette</em>, (Charleston, U.S.A.)</p>', u'Walsh Maryland Database<>Walsh, Lorena, Database of slave trading voyages to Maryland', u'LList, 8 July 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
1760,Great Britain,Gambia,"Barbados, port unspecified",,,,46,41,,Jane,"Hayes, Daniel",90778,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'T70/1530<><p><em>BNA</em> (Kew), Treasury</p>']"
1760,Great Britain,Loango,Basse-Terre,,,,321,275,,Elizabeth,"Baillie, John",90781,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'LList, 11 Nov 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>']"
1760,Great Britain,"West Central Africa and St. Helena, port unspecified","Jamaica, port unspecified",,,,352,288,,King George,"Jackson, Richard",90785,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
1760,Great Britain,Iles de Los,Basse-Terre,,,,127,113,,Snapper,"Salthouse, James",90793,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
1760,Great Britain,Calabar,"Martinique, port unspecified",,,,352,288,,Ferret,"Bury, John",90795,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
1760,Great Britain,Iles Plantain,"Barbados, port unspecified",,,,242,207,,Isaac,"Clatworthy, David",90796,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
1760,Great Britain,"West Central Africa and St. Helena, port unspecified","Jamaica, port unspecified",,,,640,522,,Beaver,"Hayes, William",90797,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
1760,Great Britain,Malembo,Basse-Terre,,,,352,287,,Beaver,"Saunders, James",90798,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'LList, 15 Jan 1762<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>']"
1760,Great Britain,Iles de Los,Upper James River,,,,263,225,,Juba,"Tallon, John",90799,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'LList, 1 July 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'Elder,93,147,165<>Elder, Melinda, <i>The Slave Trade and the Economic Development of Eighteenth Century Lancaster</i> (Halifax, 1992).    ', u'Minch,159<>Minchinton, Walter E., Celia King, and Peter Waite (eds.), <i>Virginia</i><i> Slave Trade Statistics, 1698-1775</i> (Richmond, 1984).']"
1760,Great Britain,Bonny,"Barbados, port unspecified",,,,472,385,,Prince Henry,"Chaffers, Thomas<br/> Karr, Thomas",90802,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'LList, 26 Sept 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 20 Jan 1761<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'ADM68/200,73<><p><em>British National Archives</em>&nbsp;(Kew), Admiralty</p>']"
1760,Great Britain,"Gold Coast, port unspecified","Jamaica, port unspecified",,,,230,197,,Ford,"Hutton, William",90808,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'LList, 22 July 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>']"
1760,Great Britain,Malembo,"Jamaica, port unspecified",,,,650,530,,Prince Tom,"Smith, William",90809,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
1760,Great Britain,Bonny,"Barbados, port unspecified",,,,429,350,,Oronoko,"Cowley, Stretch<br/> Parr, Henry",90810,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'LList, 26 Sept 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'ADM68/200,74<><p><em>British National Archives</em>&nbsp;(Kew), Admiralty</p>']"
1760,Great Britain,Loango,Charleston,,,,444,362,,Pearl,"Pollard, Thomas",90812,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
1760,Great Britain,"Windward Coast, port unspecified","St. Kitts, port unspecified",,,,280,240,,Essex,"Brettargh, William<br/> Waterson",90813,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'LList, 23 Sept 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'MR,MSC,f.19r<><p>Misplaced reference</p>']"
1760,Great Britain,"Windward Coast, port unspecified",Basse-Terre,,,,248,212,,Essex,"Brettargh, William<br/> Waterson",90814,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'MR,MSC,f.59r<><p>Misplaced reference</p>']"
1760,Great Britain,Anomabu,Charleston,,,,255,208,,Nestor,"Maddock, John",90824,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'Donnan,IV,375<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>']"
1760,Great Britain,"Windward Coast, port unspecified","St. Kitts, port unspecified",,,,101,90,,Charlotte,"Eaton, Thomas",90825,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'MR,MSC,f.19r<><p>Misplaced reference</p>']"
1760,Great Britain,"Gold Coast, port unspecified",Basse-Terre,,,,360,360,,Marquis of Granby,"Gawith, Samuel",90828,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
1760,Great Britain,Loango,Basse-Terre,,,,700,682,,Rumbold,"Maddock, James<br/> Sacheverell, John",90830,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'LList, 20 Feb 1761<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>']"
1760,Great Britain,Calabar,"French Caribbean, colony unspecified",,,,128,115,,Industry,"Hindle, William",90832,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'LList, 7 Oct 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>']"
1760,Great Britain,"Windward Coast, port unspecified",Charleston,,,,214,190,,Carolina,"Kennedy, John",90835,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'Donnan,IV,375<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>']"
1760,Great Britain,Bonny,"Jamaica, port unspecified",,,,354,208,,William,"Willcock, Blackburn",90841,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'LList, 30 Dec 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>']"
1760,Great Britain,"Gold Coast, port unspecified","Martinique, port unspecified",,,,352,288,,Prince Bevern,"Nicols, Timothy",90847,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
1760,Great Britain,Bonny,"Jamaica, port unspecified",,,,474,387,,Calipso,"Copeland, John",90860,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'LList, 17 Mar 1761<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 24 July 1761<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>']"
1760,Great Britain,Bonny,Basse-Terre,,,,600,490,,Charming Fanny,"Finch, Michael",90869,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
1760,Great Britain,"Windward Coast, port unspecified",Basse-Terre,,,,230,197,,Spencer,"Cook, Daniel",90872,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
1760,Great Britain,Bassa,"Martinique, port unspecified",,,,148,131,,Parnassus,"Gillman, John",90875,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
1760,Great Britain,Gambia,Cayenne,,,,352,288,,Phoebe,"Freeman, John Paul<br/> Bennett",90904,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'LList, 5 Jan 1762<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>']"
1760,Great Britain,Malembo,"St. Kitts, port unspecified",,,,203,180,,Prince Vada,"Clifton, John",90911,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'LList, 15 Jan 1762<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 19 Feb 1762<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>']"
1761,Netherlands,Malembo,Curacao,0.23736,0.51429,0.24835,455,353,Slave insurrection,Middelburgs Welvaren,"Mulders, David",10873,"[u'Postma,304-401<>Postma, Johannes Menne, <i>The Dutch in the Atlantic Slave Trade, 1600-1815</i> (Cambridge, 1990).', u'Priester,118-24<>Priester, L. R., \u201cDe Nederlandse houding ten aanzien van de slavenhandel en slavernij, 1596-1863: het gedrag van de slavenhandelaren van de Commercie Compagnie van Middelburg in de 18e eeuw,\u201d MA dissertation (Erasmus Universiteit, Rotterdam, 1986)', u'Goslinga,610-47<>Goslinga, Cornelis Ch., <i>The Dutch in the Caribbean and the Guianas, 1680-1791 </i>(Assen, 1985).', u'Unger,II,109-13<>Unger, W. S.,""Bijdragen tot de geschiedenis van de Nederlandse slavenandel, II"" <i>Economisch-Historisch Jaarboek</i>, 28 (1958-60).  ', u'Priester,206-16<>Priester, L. R., \u201cDe Nederlandse houding ten aanzien van de slavenhandel en slavernij, 1596-1863: het gedrag van de slavenhandelaren van de Commercie Compagnie van Middelburg in de 18e eeuw,\u201d MA dissertation (Erasmus Universiteit, Rotterdam, 1986)', u'MCC,800-03,1228<><p><em>Zeeuws Archief</em> (Middelburg, Netherlands) Middelburgsche Commercie Compagnie</p>']"
1761,Netherlands,Malembo,Curacao,0.27559,0.27297,0.45144,381,301,Slave insurrection,Vrouw Johanna Cores,"Tuijneman, Jan",11116,"[u'Postma,304-401<>Postma, Johannes Menne, <i>The Dutch in the Atlantic Slave Trade, 1600-1815</i> (Cambridge, 1990).', u'Goslinga,610-47<>Goslinga, Cornelis Ch., <i>The Dutch in the Caribbean and the Guianas, 1680-1791 </i>(Assen, 1985).', u'Priester,118-24<>Priester, L. R., \u201cDe Nederlandse houding ten aanzien van de slavenhandel en slavernij, 1596-1863: het gedrag van de slavenhandelaren van de Commercie Compagnie van Middelburg in de 18e eeuw,\u201d MA dissertation (Erasmus Universiteit, Rotterdam, 1986)', u'Unger,II,109-13<>Unger, W. S.,""Bijdragen tot de geschiedenis van de Nederlandse slavenandel, II"" <i>Economisch-Historisch Jaarboek</i>, 28 (1958-60).  ', u'VanProoijen<>Reinders Folmer-van Prooijen, Corrie, <i>Van goederenhandel naar slavenhandel. </i><i>De Middelburgse Commercie Compagnie 1720-1755</i> (Leiden 2000).', u'MCC,1228-9<><p><em>Zeeuws Archief</em> (Middelburg, Netherlands) Middelburgsche Commercie Compagnie</p>']"
1761,U.S.A.,Goree,Boston,,,,76,75,Slave insurrection,Thomas,Day,25219,"[u'Donnan,III,67<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'MedfordHS,Slave Trade Letters,1761.11.01.<>http://www.medfordhistorical.org/slavetradeletters.php']"
1761,U.S.A.,"Gold Coast, port unspecified","French Caribbean, colony unspecified",,,,80,70,Slave insurrection,Agnes,"Nicholls, John",25327,"[u'Donnan,III,452<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'Lydon,379<>Lydon, James,""New York and the Slave Trade,"" <i>William and Mary Quarterly</i>, 35 (1978): 375-94.']"
1761,Netherlands,Cape Lahou,Suriname,0.40878,0.16216,0.42905,302,288,"Three or more slaves jumping overboard, missing, or escaped",Philadelphia,"Menkenveld, Jan",10940,"[u'Postma,304-401<>Postma, Johannes Menne, <i>The Dutch in the Atlantic Slave Trade, 1600-1815</i> (Cambridge, 1990).', u'Priester,118-24<>Priester, L. R., \u201cDe Nederlandse houding ten aanzien van de slavenhandel en slavernij, 1596-1863: het gedrag van de slavenhandelaren van de Commercie Compagnie van Middelburg in de 18e eeuw,\u201d MA dissertation (Erasmus Universiteit, Rotterdam, 1986)', u'Goslinga,610-47<>Goslinga, Cornelis Ch., <i>The Dutch in the Caribbean and the Guianas, 1680-1791 </i>(Assen, 1985).', u'Unger,II,109-13<>Unger, W. S.,""Bijdragen tot de geschiedenis van de Nederlandse slavenandel, II"" <i>Economisch-Historisch Jaarboek</i>, 28 (1958-60).  ', u'VanProoijen<>Reinders Folmer-van Prooijen, Corrie, <i>Van goederenhandel naar slavenhandel. </i><i>De Middelburgse Commercie Compagnie 1720-1755</i> (Leiden 2000).', u'MCC,922-28<><p><em>Zeeuws Archief</em> (Middelburg, Netherlands) Middelburgsche Commercie Compagnie</p>']"
